stop_id,stop_code,stop_name,stop_lat,stop_lon
105016,105016,FLAT SHOALS RD SE,33.729303,-84.328669
105038,105038,GLENWOOD AVE SE,33.739963,-84.334886
105074,105074,GLENWOOD AVE SE ,33.739928,-84.330071
105124,105124,BOULDERCREST DR SE ,33.72686,-84.33315
105172,105172,HOSEA L WILLIAMS DR ,33.751125,-84.314222
105174,105174,HOSEA L WILLIAMS DR NE ,33.751144,-84.316101
105200,105200,HOSEA L WILLIAMS DR SE ,33.753443,-84.338497
105202,105202,MAYSON AVE NE,33.755368,-84.338595
105260,105260,GLENWOOD AVE ,33.740002,-84.314038
105302,105302,LA FRANCE ST ,33.760443,-84.342532
105370,105370,MAYSON AVE ,33.753551,-84.338649
105464,105464,GLENWOOD AVE,33.740159,-84.343114
105476,105476,FLAT SHOALS AVE ,33.739864,-84.345011
105517,105517,E LAKE BLVD ,33.743794,-84.314723
106002,106002,MCAFEE RD ,33.731761,-84.293775
106040,106040,MCAFEE RD,33.73201,-84.28008
106082,106082,CANDLER RD,33.748785,-84.292383
106092,106092,CANDLER RD ,33.740809,-84.289137
106212,106212,GLENWOOD RD,33.738875,-84.289475
106218,106218,GLENWOOD RD ,33.738722,-84.287094
106240,106240,E LAKE DR ,33.754742,-84.301773
106242,106242,E LAKE DR NE,33.75264,-84.301842
106244,106244,E LAKE DR SE,33.751365,-84.301481
106268,106268,FAIRLEE DR,33.747026,-84.277763
106270,106270,LINE ST ,33.745533,-84.280052
106272,106272,WHITE OAK DR ,33.742936,-84.279625
106284,106284,E LAKE DR,33.752258,-84.301216
106292,106292,2ND AVE ,33.752022,-84.309883
106296,106296,2ND AVE SE ,33.749478,-84.309809
106324,106324,TILSON RD ,33.72951,-84.281828
106390,106390,CANDLER ST,33.755059,-84.291718
106392,106392,S CANDLER ST ,33.756223,-84.291402
106394,106394,CANDLER ST ,33.753878,-84.291914
107012,107012,SHAMROCK DR ,33.730348,-84.257353
107022,107022,GLENDALE DR ,33.72848,-84.26318
107054,107054,PEACHCREST RD ,33.755237,-84.250775
107090,107090,COLUMBIA DR,33.740803,-84.253128
107092,107092,COLUMBIA DR ,33.739433,-84.253006
107214,107214,CARTER RD,33.749996,-84.276215
107226,107226,CARTER RD ,33.747866,-84.275882
107227,107227,BELVEDERE LN ,33.750282,-84.273533
107228,107228,SAN GABRIEL AVE ,33.745294,-84.268514
107230,107230,S COLUMBIA DR ,33.755474,-84.26947
107262,107262,SNAPFINGER RD ,33.733182,-84.251112
107266,107266,SNAPFINGER RD,33.732677,-84.245964
107302,107302,CAPISTRANA PL ,33.742466,-84.269147
108052,108052,COVINGTON HWY,33.755926,-84.237566
108064,108064,REDWING CIR,33.750768,-84.233897
108066,108066,REDWING CIR ,33.750622,-84.23081
108074,108074,COVINGTON HWY ,33.749544,-84.226594
108124,108124,WESLEY CHAPEL RD,33.727219,-84.213844
108130,108130,WESLEY CHAPEL RD ,33.733707,-84.213989
109005,109005,S HAIRSTON RD ,33.74513,-84.19593
110002,110002,S STONE MOUNTAIN LITHONIA RD ,33.74622,-84.138809
110006,110006,REDAN RD ,33.747307,-84.14546
110008,110008,REDAN RD,33.749,-84.14908
112174,112174,OAK ST SW ,33.740652,-84.417712
113004,113004,OGLETHORPE AVE SW,33.735853,-84.419238
113008,113008,LAWTON ST SW,33.734668,-84.4234
113010,113010,LAWTON ST SW ,33.733444,-84.423485
113014,113014,DONNELLY AVE SW,33.733018,-84.42681
113016,113016,DONNELLY AVE SW ,33.736468,-84.432456
113032,113032,DONNELLY AVE,33.736541,-84.432875
113064,113064,RALPH D ABERNATHY BLVD SW ,33.738064,-84.41835
113068,113068,RALPH DAVID ABERNATH BLVD,33.73811,-84.420235
113084,113084,RALPH D ABERNATHY BLVD ,33.739109,-84.432259
113086,113086,OGLETHORPE AVE ,33.735917,-84.417404
113120,113120,RALPH DAVID ABERNATH BLVD SW,33.737913,-84.418205
113142,113142,MERRILL AVE SW,33.728714,-84.425438
113148,113148,OAKLAND DR SW,33.728551,-84.427152
113166,113166,RALPH D ABERNATH BLVD SW ,33.738338,-84.416122
114006,114006,YORK AVE SW ,33.737091,-84.415588
114056,114056,LEE ST,33.738354,-84.414299
114068,114068,METROPOLITAN PKY SW,33.727154,-84.408112
114080,114080,METROPOLITAN PKY,33.737141,-84.408295
114104,114104,METROPOLITAN PKY SW ,33.737442,-84.407921
114114,114114,MCDANIEL ST SW,33.738148,-84.401677
114152,114152,OGLETHORPE AVE SW ,33.735793,-84.415206
114170,114170,WINDSOR ST,33.73859,-84.39812
114900,114900,WEST END STATION,33.735899,-84.413542
115038,115038,COOPER ST SW,33.73637,-84.397077
115048,115048,HENDRIX AVE SW,33.73229,-84.393813
115052,115052,PRYOR RD SW,33.72734,-84.392918
115084,115084,GEORGIA AVE SE ,33.736779,-84.386046
115102,115102,ORMOND ST SE,33.731716,-84.386299
115106,115106,ATLANTA AVE SE ,33.730353,-84.384465
115132,115132,GEORGIA AVE SE,33.736807,-84.383872
115144,115144,COOPER ST ,33.73656,-84.39695
115152,115152,COOPER ST,33.73241,-84.397018
115164,115164,HANK AARON DR ,33.731434,-84.387987
115166,115166,HANK AARON DR,33.731518,-84.387779
115180,115180,HANK AARON DR SW,33.726645,-84.388059
115182,115182,HANK AARON DR SW ,33.726421,-84.387961
115216,115216,ORMOND ST,33.731809,-84.389379
115218,115218,POLLARD BLVD ,33.73564,-84.390667
115220,115220,POLLARD BLVD,33.732963,-84.390825
116004,116004,BOULEVARD SE,33.73855,-84.368222
116024,116024,BOULEVARD SE ,33.740591,-84.36806
116040,116040,CONFEDERATE AVE SE,33.72756,-84.363228
116054,116054,HILL ST SE,33.725558,-84.378669
116072,116072,CHEROKEE AVE ,33.73232,-84.37354
116086,116086,CHEROKEE AVE SE ,33.734798,-84.373556
116132,116132,ATLANTA AVE ,33.730161,-84.373325
117004,117004,MORELAND AVE SE,33.726524,-84.349709
117122,117122,MORELAND AVE,33.728714,-84.349251
117131,117131,MORELAND AVE NE ,33.755599,-84.349119
118002,118002,BOAT ROCK RD SW ,33.723916,-84.573987
118005,118005,LAGRANGE BLVD,33.71972,-84.59055
118010,118010,BOAT ROCK RD ,33.724538,-84.582392
118012,118012,FULTON INDUSTRIAL BLVD SW ,33.727439,-84.578863
118036,118036,FULTON INDUSTRIAL BLVD,33.713367,-84.58845
118040,118040,FULTON IND BLVD ,33.710708,-84.591185
120012,120012,CASCADE RD SW,33.72552,-84.515609
120018,120018,CASCADE RD SW ,33.724076,-84.511954
120024,120024,KIMBERLY RD ,33.719733,-84.520839
120026,120026,KIMBERLY RD,33.725181,-84.515304
120030,120030,CASCADE AVE SW,33.723193,-84.504497
120032,120032,CASCADE RD,33.723303,-84.506875
120035,120035,CASCADE RD ,33.723908,-84.510693
120036,120036,FAIRBURN RD SW ,33.7239,-84.510399
120038,120038,FAIRBURN RD,33.719956,-84.507989
120048,120048,FAIRBURN RD SW,33.708176,-84.507454
120058,120058,BARGE RD SW,33.69849,-84.507172
120090,120090,COUNTY LINE RD SW ,33.69685,-84.535397
120092,120092,COUNTY LINE RD SW,33.69989,-84.536271
120102,120102,NISKEY LAKE RD ,33.708348,-84.532619
120106,120106,NISKEY LAKE RD SW,33.706569,-84.529189
120246,120246,FAIRBURN RD ,33.72297,-84.50968
121004,121004,BENJAMIN E MAYS DR ,33.725326,-84.470487
121005,121005,BENJAMIN E MAYS DR SW ,33.727836,-84.475067
121010,121010,CAMPBELLTON RD SW ,33.698657,-84.48254
121012,121012,CAMPBELLTON RD SW,33.700771,-84.479286
121013,121013,N HAIRSTON RD ,33.805731,-84.193528
121017,121017,N HAIRSTON RD,33.813482,-84.193548
121042,121042,LYNHURST DR SW,33.726314,-84.488149
121074,121074,HARBIN RD SW,33.715874,-84.484074
121086,121086,LANDRUM DR SW,33.706367,-84.483957
121088,121088,LANDRUM DR ,33.706398,-84.486244
121090,121090,CHILDRESS DR SW,33.704643,-84.48794
121100,121100,MT GILEAD RD SW,33.698286,-84.494674
121103,121103,MT GILEAD RD,33.698207,-84.494228
121115,121115,HARBIN RD,33.709565,-84.482236
121118,121118,LANDRUM DR SW ,33.706215,-84.484239
121128,121128,PANTHER TRL SW,33.698129,-84.486221
121134,121134,MT GILEAD RD SW ,33.698248,-84.496488
121180,121180,PANTHER TRL,33.698253,-84.489794
122003,122003,CAMPBELLTON RD ,33.705557,-84.459225
122005,122005,CAMPBELLTON RD,33.706608,-84.457223
122006,122006,BEECHER RD SW ,33.723053,-84.464232
122008,122008,BEECHER RD,33.725934,-84.463859
122009,122009,BEECHER RD SW,33.725084,-84.464097
122054,122054,DELOWE DR SW ,33.706365,-84.457295
122056,122056,MYRTLE DR ,33.705419,-84.455055
122084,122084,STANTON RD,33.710983,-84.443977
122104,122104,STANTON RD ,33.701416,-84.447683
122110,122110,ALISON CT,33.700165,-84.45118
122114,122114,ALISON CT ,33.700736,-84.455612
122120,122120,DELOWE DR ,33.705395,-84.457619
122128,122128,ALISON CT SW,33.700657,-84.454743
122166,122166,SANDTOWN RD SW,33.717468,-84.445198
122168,122168,WESTRIDGE RD,33.717879,-84.446937
122170,122170,WESTRIDGE RD SW,33.715991,-84.446793
122174,122174,VENETIAN DR SW,33.714737,-84.448578
122202,122202,CENTRA VILLA DR SW ,33.707611,-84.455548
122228,122228,CASCADE AVE SW ,33.726555,-84.445179
122296,122296,WESTMONT RD SW,33.714802,-84.437569
122302,122302,WESTMONT RD SW ,33.720306,-84.437563
122306,122306,AVON AVE SW,33.722446,-84.436512
122386,122386,BEECHER RD ,33.726758,-84.463556
122396,122396,AVON AVE,33.722438,-84.435512
123016,123016,MURPHY AVE SW,33.716536,-84.424626
123018,123018,LANGSTON AVE SW,33.713715,-84.424097
123094,123094,SYLVAN RD SW,33.71258,-84.418178
123128,123128,ALMONT DR SW,33.725906,-84.428345
123134,123134,WYLAND DR SW,33.725128,-84.430843
123158,123158,ALMONT DR,33.725838,-84.427355
123202,123202,LANGSTON AVE,33.713926,-84.424417
123900,123900,OAKLAND CITY STATION,33.717407,-84.426301
124086,124086,LINCOLN ST SW,33.712692,-84.399739
124098,124098,MCDANIEL ST,33.723168,-84.401778
125002,125002,RIDGE AVE SW ,33.72631,-84.392371
125003,125003,WEYMAN AVE SW ,33.724961,-84.390471
125004,125004,WEYMAN AVE SW,33.724989,-84.388406
125010,125010,MILTON AVE SE,33.72309,-84.38548
125030,125030,RIDGE AVE SW,33.72641,-84.392156
125036,125036,PRYOR RD SW ,33.722253,-84.393469
125040,125040,JONESBORO RD SE,33.714062,-84.382866
125048,125048,MCDONOUGH BLVD SE,33.720228,-84.38625
125120,125120,ARTHUR LANGFORD JR PL SW ,33.714101,-84.393862
125128,125128,LINCOLN ST SW ,33.713078,-84.397893
125214,125214,LAKEWOOD AVE SE,33.716846,-84.381439
125235,125235,PRYOR RD,33.713457,-84.393568
125236,125236,THORNTON ST,33.711725,-84.399054
125244,125244,WEYMAN AVE,33.72506,-84.388406
126026,126026,MCDONOUGH BLVD SE ,33.712691,-84.365372
126062,126062,ENGLEWOOD AVE SE ,33.721934,-84.375472
126068,126068,ENGLEWOOD AVE SE,33.721936,-84.37056
126074,126074,CUSTER AVE SE ,33.71714,-84.365287
126128,126128,ENGLEWOOD AVE,33.722127,-84.378382
127021,127021,MORELAND AVE ,33.721871,-84.3495
127022,127022,E CONFEDERATE AVE ,33.724001,-84.349609
127024,127024,E CONFEDERATE AVE SE ,33.724236,-84.350021
127056,127056,WOODLAND AVE SE ,33.713509,-84.35302
128008,128008,BOULDERVIEW DR SE ,33.704059,-84.31311
128012,128012,ROLLINGWOOD LN SE ,33.705581,-84.315608
128013,128013,ROLLINGWOOD LN SE,33.70708,-84.31498
128020,128020,FLINTWOOD DR SE,33.71035,-84.31503
128022,128022,VICKI LN SE,33.711247,-84.31501
128026,128026,WELLAND AVE SE ,33.715436,-84.311956
128028,128028,BRANNEN RD SE ,33.715526,-84.313532
128062,128062,CECILIA DR SE ,33.717097,-84.329347
128074,128074,BOULDERCREST RD SE ,33.698098,-84.324322
128076,128076,BOULDERCREST RD SE,33.701279,-84.32608
128078,128078,BOULDERCREST RDSE,33.702556,-84.326321
128082,128082,BOULDERCREST RD,33.708338,-84.329395
128104,128104,EASTLAND RD SE,33.718739,-84.33728
128108,128108,EASTLAND RD SE ,33.718516,-84.338948
128128,128128,FLAT SHOALS RD SE ,33.723377,-84.318268
128130,128130,FLAT SHOALS RD,33.724917,-84.320735
128136,128136,CUSTER AVE SE,33.717226,-84.343033
128170,128170,FLINTWOOD DR SE ,33.710254,-84.313793
128186,128186,BOULDERCREST RD ,33.702565,-84.326418
129002,129002,SOMBRERO WAY SE ,33.697909,-84.30983
129004,129004,HORSESHOE DR,33.69958,-84.30997
129005,129005,WHITES MILL RD ,33.709006,-84.294562
129006,129006,WEE KIRK RD SE ,33.70033,-84.30851
129009,129009,FLAT SHOALS RD ,33.716286,-84.306512
129010,129010,GRESHAM RD SE ,33.703235,-84.307699
129066,129066,CLIFTON SPRINGS RD,33.700852,-84.300247
129094,129094,CLIFTON CHURCH RD ,33.697514,-84.302204
129098,129098,CORRAL DR SE ,33.698893,-84.306223
129107,129107,HORSESHOE DR SE ,33.69893,-84.30991
129120,129120,TILSON RD,33.722281,-84.294731
129240,129240,BULL RUN DR,33.702747,-84.287796
129242,129242,BATTLE FORREST DR ,33.704815,-84.289686
129244,129244,BATTLE FORREST DR,33.705872,-84.290065
129284,129284,WHITES MILL RD,33.707932,-84.295584
130002,130002,KENNARD LN ,33.726035,-84.259345
130004,130004,GREEN FORREST DR ,33.722749,-84.258989
130050,130050,RAINBOW WAY ,33.71137,-84.271179
130084,130084,PANTHERSVILLE RD,33.700233,-84.270437
130100,130100,PANTHERSVILLE RD ,33.701649,-84.269608
130104,130104,RAINBOW DR,33.709295,-84.244115
130112,130112,RAINBOW DR ,33.711852,-84.252631
130198,130198,SOUTH DEKALB MALL (MACY'S),33.709874,-84.272898
130200,130200,SOUTH DEKALB MALL (PICADILLY),33.708133,-84.273011
131002,131002,SNAPFINGER WOODS DR,33.710163,-84.207993
131014,131014,PLEASANTWOOD DR,33.708697,-84.214324
131056,131056,SNAPFINGER WOODS DR ,33.715279,-84.217153
132062,132062,MILLER RD,33.7067,-84.181225
132126,132126,MINOLA DR,33.701064,-84.183818
132134,132134,MINOLA DR ,33.700959,-84.172052
132142,132142,W FAIRINGTON PKWY,33.69913,-84.16653
133006,133006,PANOLA RD ,33.707134,-84.169258
133008,133008,PANOLA RD,33.705357,-84.169937
133012,133012,FAIRINGTON RD,33.700771,-84.171211
133014,133014,FAIRINGTON RD ,33.702504,-84.150049
133016,133016,HILLANDALE DR ,33.703789,-84.145561
133022,133022,HILLANDALE DR,33.705687,-84.142231
133136,133136,DEKALB MEDICAL - HILLANDALE,33.705071,-84.148599
134010,134010,EVANS MILL RD ,33.70457,-84.11474
134014,134014,MAIN ST ,33.70916,-84.110551
134016,134016,MAX CLELAND BLVD ,33.710866,-84.108797
134020,134020,SWIFT ST ,33.712714,-84.106358
134050,134050,OLD HILLANDALE DR ,33.704124,-84.130615
134056,134056,STONE MOUNTAIN ST ,33.716031,-84.107864
134058,134058,STONE MOUNTAIN ST,33.718248,-84.107967
134088,134088,MALL AT STONECREST,33.699076,-84.099258
134090,134090,MALL PKY ,33.69915,-84.11722
134112,134112,MALL PKWY ,33.69861,-84.108081
136012,136012,LANGSTON AVE SW ,33.704321,-84.419404
136033,136033,SYLVAN RD SW ,33.702832,-84.418101
136084,136084,ASTOR AVE ,33.701545,-84.425922
136086,136086,ASTOR AVE,33.701617,-84.425824
136104,136104,ASTOR AVE SW,33.701502,-84.423901
136114,136114,HARDEE AVE ,33.699697,-84.430656
136901,136901,LAKEWOOD STATION,33.700649,-84.429541
137016,137016,ASHWOOD AVE SW,33.705253,-84.39933
137020,137020,BOND DR SW,33.70564,-84.40127
137024,137024,AMAL DR SW,33.707696,-84.400637
137026,137026,AMAL DR SW ,33.707446,-84.399115
137032,137032,DOGWOOD DR ,33.671857,-84.408465
137044,137044,METROPOLITAN PKWY SW ,33.707047,-84.407948
137066,137066,METROPOLITAN PKY ,33.699142,-84.408356
137072,137072,LAKEWOOD WAY SW,33.700446,-84.39887
137082,137082,ATLANTA METRO COLLEGE,33.71046,-84.404105
137090,137090,METROPOLITAN PK,33.703519,-84.408214
138012,138012,LAKEWOOD AVE SW,33.699451,-84.391396
138020,138020,LAKEWOOD AVE SE ,33.703437,-84.382511
138054,138054,LAKEWOOD AVE,33.702957,-84.383667
138086,138086,PRYOR RD ,33.708783,-84.394086
138090,138090,THORNTON ST SW,33.711796,-84.399956
138092,138092,THORNTON ST SW ,33.711708,-84.397794
138106,138106,JONESBORO RD,33.707535,-84.38015
139010,139010,BROWNS MILL RD SE,33.70275,-84.376622
140008,140008,MCDONOUGH BLVD ,33.708942,-84.359405
140056,140056,FORREST PARK RD SE,33.698317,-84.35889
140058,140058,THOMASVILLE DR SE ,33.698272,-84.358716
140088,140088,TURNER RD SE,33.699833,-84.355125
140098,140098,HENRY THOMAS DR SE (W) ,33.705211,-84.355296
140156,140156,KIPLING ST SE ,33.702624,-84.352188
140176,140176,HENRY THOMAS DR SE (E) ,33.704352,-84.351059
140186,140186,ALPHARETTA HWY ,34.052054,-84.334336
140192,140192,ALPHARETTA HWY,34.066191,-84.312137
144006,144006,BARGE RD SW ,33.689326,-84.506266
144018,144018,GREENBRIAR PKWY SW ,33.682854,-84.505914
144030,144030,BARGE RD,33.694379,-84.506459
144054,144054,COUNTY LINE RD,33.692036,-84.534331
144070,144070,BUTNER RD SW,33.68182,-84.535614
144072,144072,BUTNER RD SW ,33.683132,-84.533798
144084,144084,BUTNER RD,33.689957,-84.525157
144094,144094,CAMPBELLTON,33.692148,-84.516179
144116,144116,N CAMP CREEK PKY ,33.675406,-84.511794
144120,144120,HOGAN RD SW ,33.674229,-84.506859
144126,144126,N CAMP CREEK PKWY SW ,33.675356,-84.514759
144140,144140,HOGAN RD,33.674775,-84.506527
144146,144146,HOGAN RD ,33.674368,-84.508139
144950,144950,BARGE RD PARK & RIDE,33.688804,-84.507221
145026,145026,GREENBRIAR PKWY ,33.688256,-84.489702
145034,145034,MEADOWLANE DR SW,33.696608,-84.49757
145038,145038,DALE LN SW,33.693984,-84.492166
145042,145042,DALE LN SW ,33.694113,-84.495881
145056,145056,CONTINENTAL COLONY PKWY SW ,33.685884,-84.491747
145058,145058,CONTINENTAL COLONY PKY,33.68497,-84.492418
145064,145064,STONE HOGAN RD CONNE,33.676098,-84.497162
145066,145066,STONE HOGAN CONNECTOR SW ,33.67602,-84.49696
145072,145072,N CAMP CREEK PKY SW ,33.672117,-84.500683
145076,145076,HEADLAND DR SW ,33.68955,-84.488115
145082,145082,HEADLAND DR,33.689823,-84.483536
145096,145096,OLD COLONY RD,33.685271,-84.468012
145104,145104,BRYANT DR,33.687004,-84.471672
145106,145106,BRYANT DR ,33.688059,-84.471691
145112,145112,HEADLAND DR ,33.689634,-84.485617
145302,145302,STONE RD,33.673653,-84.502318
145314,145314,GREENBRIAR PKY ,33.690417,-84.488986
145328,145328,DALE LN ,33.694142,-84.497322
146002,146002,N MARTIN ST,33.677624,-84.437914
146012,146012,RANDALL ST ,33.673975,-84.433608
146040,146040,CLEVELAND AVE ,33.679436,-84.433529
146080,146080,WASHINGTON RD ,33.675815,-84.446969
146106,146106,WASHINGTON RD,33.668884,-84.463799
146120,146120,WASHINGTON AVE,33.674484,-84.452179
146192,146192,MONTROSE DR ,33.681885,-84.462206
146215,146215,DELOWE DR,33.686532,-84.45832
146242,146242,NORMAN BERRY DR,33.686026,-84.447115
146246,146246,CONNALLY DR ,33.685675,-84.440862
146270,146270,GRAYWALL ST ,33.685115,-84.464058
146288,146288,DORSEY AVE ,33.677843,-84.459006
146292,146292,LANCASTER DR ,33.678774,-84.465904
146308,146308,EAST POINT ST ,33.681845,-84.441526
146314,146314,WILLINGHAM DR ,33.669965,-84.442421
146322,146322,IRENE KIDD PKWY ,33.679281,-84.436222
146334,146334,W FORREST AVE ,33.683747,-84.443328
146900,146900,EAST POINT STATION,33.67657,-84.44046
147002,147002,JEFFERSON TER,33.684741,-84.427388
147004,147004,JEFFERSON AVE,33.684814,-84.426302
147028,147028,SYLVAN RD,33.6941,-84.41865
147072,147072,SPRINGDALE RD,33.686317,-84.414869
147078,147078,LAKEWOOD AVE ,33.6971,-84.41781
148002,148002,SPRINGDALE RD SW ,33.69628,-84.41417
148006,148006,SPRINGDALE RD SW,33.69122,-84.41441
148034,148034,KING ARNOLD ST,33.657039,-84.403822
148046,148046,DOGWOOD DR,33.661911,-84.409439
148054,148054,SPRINGDALE RD ,33.692881,-84.414049
148092,148092,KING ARNOLD ST ,33.655399,-84.39965
149002,149002,POLAR ROCK RD SW,33.695995,-84.398155
149003,149003,FINCH DR ,33.694886,-84.385575
149010,149010,POLAR ROCK AVE SW,33.695033,-84.395964
149011,149011,SWALLOW CIR ,33.69474,-84.38609
149016,149016,POLAR ROCK AVE,33.692528,-84.396255
149018,149018,POLAR ROCK AVE SW ,33.691147,-84.396317
149022,149022,POLAR ROCK TER SW,33.690788,-84.394653
149026,149026,POLAR ROCK TER,33.694065,-84.394684
149030,149030,CLEVELAND AVE SW ,33.681186,-84.393484
149031,149031,OLD HAPEVILLE RD ,33.68796,-84.39043
149032,149032,OLD HAPEVILLE RD SW,33.684074,-84.392715
149033,149033,MACON DR,33.691208,-84.391047
149038,149038,OLD HAPEVILLE RD,33.685528,-84.391904
149044,149044,POLAR ROCK TER SW ,33.695526,-84.394639
149046,149046,HARPER RD SE ,33.696378,-84.38571
149051,149051,MACON DR SW,33.695721,-84.389805
150010,150010,JONESBORO RD SE ,33.689999,-84.364154
150022,150022,MCWILLIAMS RD SE ,33.688788,-84.36978
150048,150048,BROWNS MILL RD SE ,33.68772,-84.377709
150064,150064,NORTH POINT PKWY ,34.061846,-84.265327
150156,150156,FORREST PARK RD SE ,33.694976,-84.36036
150162,150162,NORTH POINT PKWY,34.062669,-84.265402
150214,150214,NORTH POINT PKY,34.055338,-84.271713
151008,151008,THOMASVILLE DR SE,33.697521,-84.355402
151030,151030,VALLEY VIEW RD SE,33.690843,-84.35578
151034,151034,REDFORD DR,33.687826,-84.356713
151040,151040,CONSTITUTION RD SE ,33.692875,-84.357095
151060,151060,METRO TRANSITIONAL CENTER,33.688895,-84.337031
151090,151090,REGIS RD SE ,33.692455,-84.350708
151092,151092,VALLEY VIEW RD,33.69113,-84.351869
151100,151100,STONEWALL DR SE,33.691595,-84.356725
151130,151130,REBEL FOREST DR SE,33.688134,-84.360042
151132,151132,REDFORD DR SE ,33.688801,-84.35982
151134,151134,REDFORD DR SE,33.688577,-84.358016
151156,151156,CONSTITUTION RD,33.693232,-84.359593
153007,153007,CLIFTON SPRINGS RD ,33.691663,-84.282826
153015,153015,CLIFTON SPRINGS WAY ,33.69928,-84.30101
153028,153028,GSU/PERIMETER COLLEGE - DECATUR CAMPUS,33.689564,-84.272682
153038,153038,RIVER RD,33.674092,-84.265666
153112,153112,RIVER RD ,33.673488,-84.276624
158006,158006,PORSCHE AVE ,33.656792,-84.406309
158034,158034,CALHOUN AVE,33.672203,-84.42394
